prob-0.6:, 0.8839520608009354, 0.33178654292343385, 0.5674603174603174, 0.4187408491947291
rf:, 0.8672902660040924, 0.29554655870445345, 0.5793650793650794, 0.3914209115281501
prob-0.6:, 0.8947676118094124, 0.3629441624365482, 0.5674603174603174, 0.44272445820433437
rf:, 0.8778135048231511, 0.31798245614035087, 0.5753968253968254, 0.4096045197740113
prob-0.6:, 0.8821981876644256, 0.32723112128146453, 0.5674603174603174, 0.41509433962264153
rf:, 0.8623209587839813, 0.2857142857142857, 0.5793650793650794, 0.382699868938401
prob-0.6:, 0.8865828705057001, 0.33886255924170616, 0.5674603174603174, 0.42433234421364985
rf:, 0.8745980707395499, 0.31049250535331907, 0.5753968253968254, 0.4033379694019471
prob-0.6:, 0.8877521192633733, 0.32019704433497537, 0.5462184873949579, 0.4037267080745341
rf:, 0.8766442560654779, 0.29464285714285715, 0.5546218487394958, 0.3848396501457726
